0,0.07906976744186045
1,0.7194570135746606
1,0.26881720430107525
0,0.11578947368421055
0,0.05384615384615388
0,0.1504424778761062
1,0.5056179775280899
0,0.07027027027027022
0,0.11891891891891893
1,0.9172413793103449
1,0.7972027972027972
1,0.8579881656804733
1,0.5562130177514792
0,0.030303030303030276
0,0.0674157303370787
1,0.6705882352941177
0,0.15492957746478875
1,1.0
1,0.20207253886010368
1,0.29047619047619044
1,0.4285714285714286
0,0.07692307692307687
1,0.4067796610169492
1,0.3192771084337349
1,0.5335570469798658
1,0.37914691943127965
1,0.3399209486166008
1,0.2602040816326531
0,0.03065134099616862
1,0.36213991769547327
1,0.7117903930131004
1,0.3554817275747508
0,0.14009661835748788
0,0.04115226337448563
0,0.13567839195979903
1,0.6582914572864322
0,0.18674698795180722
0,0.15315315315315314
1,0.3910891089108911
1,0.30731707317073176
1,0.5498489425981873
1,0.6733333333333333
1,0.06194690265486724
0,0.09933774834437081
0,0.16860465116279066
0,0.09326424870466321
0,0.11814345991561181
0,0.06565656565656564
0,0.09310344827586203
1,0.2766990291262136
1,0.3385826771653543
1,0.9615384615384616
1,0.9663865546218487
0,0.1581920903954802
0,0.07608695652173914
1,0.4555555555555556
1,0.6947368421052631
0,0.05714285714285716
1,0.526829268292683
1,0.6648351648351649
1,0.9209726443768997
0,0.08333333333333337
1,0.3535353535353535
1,0.09302325581395354
0,0.07906976744186045
1,0.546218487394958
1,0.10552763819095479
1,0.8783783783783784
1,0.32843137254901966
0,0.03157894736842104
